time,rating,free_text,surgery,pcn,jev_sentiment,jev_sentiment_confidence,jev_primary_topic,jev_primary_topic_confidence,jev_secondary_topics,jev_secondary_topic_scores,jev_sentiment_strength,jev_sentiment_strength_confidence,jev_actionability,jev_actionability_confidence,jev_urgency,jev_urgency_confidence
11/18/24 9:21,Very poor,I was contacted by the surgery to make an appointment for a smear following two previous traumatic and unsuccessful smear appointments I had explained to the administration and medical staff not just over the last 2 weeks but previously about my high levels of anxiety about medical appointments Following this initial call I had two subsequent calls suggested by the surgery not me with different Doctors where I tried to explain how extreme and growing my medical anxiety was and that I was finding it difficult to be heard The focus felt it was on getting the appointment for the smear test The final call suggested she ask a Doctor who has known me for many years to call me she made an appointment which was subsequently changed by the surgery but no call received,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Negative,1.0,Consultation Communication and Listening,0.35,Telephone Access | Follow-up and Continuity of Care,"{""Appointment Availability and Lead Times"": 0.21, ""Clinical Assessment and Diagnosis"": 0.07, ""Consultation Communication and Listening"": 0.86, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.3, ""Follow-up and Continuity of Care"": 0.79, ""Mental Health Support"": 0.42, ""Overall Service and Practice"": 0.4, ""Patient Information and Education"": 0.15, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.26, ""Referral, Specialist and Hospital Coordination"": 0.15, ""Remote Consultation"": 0.03, ""Respect, Dignity, Privacy and Inclusion"": 0.35, ""Staff Kindness and Empathy"": 0.54, ""Staff Professionalism and Knowledge"": 0.51, ""Telephone Access"": 0.61, ""Tests, Investigations and Results"": 0.38, ""Treatment Effectiveness and Safety"": 0.05, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.05, ""Website and Practice Information"": 0.02}",3.09,0.75,2.97,0.97,2.51,0.51
1/4/25 12:40,Very good,Firstly I want to give my wife next prescription and I asked for an appointment for myself as I had a dry cough for 6 months The person on desk said a doctor was free on the afternoon I saw this doctor who helped with my trouble check me and organise a future appointment with some lungs specialist in the hospital,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,0.26,"Referral, Specialist and Hospital Coordination",0.76,Follow-up and Continuity of Care,"{""Appointment Availability and Lead Times"": 0.51, ""Clinical Assessment and Diagnosis"": 0.43, ""Consultation Communication and Listening"": 0.13, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.62, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.15, ""Patient Information and Education"": 0.07, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.32, ""Reception Service"": 0.33, ""Referral, Specialist and Hospital Coordination"": 0.82, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.09, ""Staff Professionalism and Knowledge"": 0.23, ""Telephone Access"": 0.03, ""Tests, Investigations and Results"": 0.05, ""Treatment Effectiveness and Safety"": 0.06, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.05, ""Website and Practice Information"": 0.02}",0.67,0.57,0.49,0.51,1.06,0.0
10/3/25 21:30,Very good,It s always a good experience and I get good advice with Doctors nurses there in relation to my health,Emperors-Gate-Health-Centre,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.55,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.11, ""Consultation Communication and Listening"": 0.45, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.08, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.51, ""Patient Information and Education"": 0.58, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.04, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.03, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.04, ""Staff Kindness and Empathy"": 0.23, ""Staff Professionalism and Knowledge"": 0.72, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.15, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.03}",2.18,0.83,0.0,1.0,0.0,1.0
9/22/24 8:17,Very good,All in all very good and friendly service,Scarsdale-Medical-Centre,Brompton-Health-PCN,Positive,1.0,Overall Service and Practice,0.62,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.01, ""Consultation Communication and Listening"": 0.11, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.56, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.1, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.04, ""Staff Kindness and Empathy"": 0.52, ""Staff Professionalism and Knowledge"": 0.14, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.01, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.09,0.9,0.0,1.0,0.0,1.0
10/29/24 8:56,Good,Two doctors are professional and helpful but sometimes there are more I can t support you with that rather than let s find a solution together,Stanhope-Mews-Surgery,Brompton-Health-PCN,Neutral or Mixed,0.81,Consultation Communication and Listening,0.87,Staff Professionalism and Knowledge,"{""Appointment Availability and Lead Times"": 0.03, ""Clinical Assessment and Diagnosis"": 0.05, ""Consultation Communication and Listening"": 0.69, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.1, ""Follow-up and Continuity of Care"": 0.1, ""Mental Health Support"": 0.15, ""Overall Service and Practice"": 0.38, ""Patient Information and Education"": 0.18, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.04, ""Remote Consultation"": 0.03, ""Respect, Dignity, Privacy and Inclusion"": 0.1, ""Staff Kindness and Empathy"": 0.55, ""Staff Professionalism and Knowledge"": 0.75, ""Telephone Access"": 0.03, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.05, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.03}",1.16,0.85,1.52,0.43,0.78,0.43
12/29/25 8:44,Very good,PERSON was easy to talk to,The-Chelsea-Practice,Brompton-Health-PCN,Positive,0.97,Consultation Communication and Listening,0.89,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.67, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.05, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.05, ""Overall Service and Practice"": 0.09, ""Patient Information and Education"": 0.08, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.07, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.49, ""Staff Professionalism and Knowledge"": 0.13, ""Telephone Access"": 0.04, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",1.32,0.73,0.0,1.0,0.01,0.99
7/15/25 9:15,Very good,It was an excellent experience from beginning to end The customer service and manners of the receptionist were fantastic Dr PERSON was exceptional at creating a safe space for me to talk about my situation That together with her clear advice enabled a pathway to provide me with support to help me feel better Thank you Dr PERSON,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,1.0,Mental Health Support,0.35,Reception Service | Consultation Communication and Listening | Staff Kindness and Empathy | Staff Professionalism and Knowledge,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.09, ""Consultation Communication and Listening"": 0.74, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.06, ""Mental Health Support"": 0.53, ""Overall Service and Practice"": 0.42, ""Patient Information and Education"": 0.58, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.77, ""Referral, Specialist and Hospital Coordination"": 0.03, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.21, ""Staff Kindness and Empathy"": 0.88, ""Staff Professionalism and Knowledge"": 0.8, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.38, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",3.2,0.83,0.0,1.0,0.06,0.94
4/2/25 9:59,Very good,Quick reposnse from GP Easy to access,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,0.99,Appointment Availability and Lead Times,0.53,,"{""Appointment Availability and Lead Times"": 0.53, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.12, ""Digital Booking and Online Systems"": 0.1, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.06, ""Follow-up and Continuity of Care"": 0.09, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.26, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.27, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.15, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.05, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.03, ""Staff Professionalism and Knowledge"": 0.06, ""Telephone Access"": 0.21, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.49, ""Website and Practice Information"": 0.12}",1.82,0.83,0.02,0.98,0.02,0.98
5/20/24 11:02,Very good,You are always kind and friendly,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,1.0,Staff Kindness and Empathy,1.0,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.01, ""Consultation Communication and Listening"": 0.09, ""Digital Booking and Online Systems"": 0.01, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.19, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.01, ""Prescriptions and Medication Management"": 0.01, ""Reception Service"": 0.05, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.05, ""Staff Kindness and Empathy"": 0.81, ""Staff Professionalism and Knowledge"": 0.09, ""Telephone Access"": 0.01, ""Tests, Investigations and Results"": 0.01, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.52,0.58,0.0,1.0,0.01,0.99
2/16/26 16:34,Very good,Efficient from booking appointment to advice received from the nurse,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,0.97,Appointment Availability and Lead Times,0.53,,"{""Appointment Availability and Lead Times"": 0.36, ""Clinical Assessment and Diagnosis"": 0.1, ""Consultation Communication and Listening"": 0.06, ""Digital Booking and Online Systems"": 0.16, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.04, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.36, ""Patient Information and Education"": 0.44, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.16, ""Referral, Specialist and Hospital Coordination"": 0.03, ""Remote Consultation"": 0.05, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.03, ""Staff Professionalism and Knowledge"": 0.11, ""Telephone Access"": 0.04, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.03, ""Waiting Time at the Surgery"": 0.28, ""Website and Practice Information"": 0.04}",1.82,0.83,0.0,1.0,0.01,0.99
12/7/24 11:15,Very poor,I will not be taking any appointments with Dr PERSON whom I believe does not represent my previous experience with the clinic,Kensington-Park-Medical-Centre,Brompton-Health-PCN,Negative,0.99,Staff Professionalism and Knowledge,0.63,,"{""Appointment Availability and Lead Times"": 0.03, ""Clinical Assessment and Diagnosis"": 0.04, ""Consultation Communication and Listening"": 0.11, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.05, ""Follow-up and Continuity of Care"": 0.32, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.21, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.09, ""Staff Kindness and Empathy"": 0.08, ""Staff Professionalism and Knowledge"": 0.28, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.05, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.03}",2.63,0.63,1.68,0.25,1.69,0.61
6/20/24 12:31,Very good,Doctors are very helpful relaliable and caring,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.75,Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.12, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.06, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.26, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.02, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.66, ""Staff Professionalism and Knowledge"": 0.43, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.05, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.45,0.62,0.0,1.0,0.0,1.0
